1296.54 1850.93 1771.78 2048.7 2381.16 2533.68 
2325.38 3066.87 3233.14 3680.77 3863.51 4428.24 
1802 2094.21 2598.07 2764.45 3345.14 3503.36 
2196.05 2396.48 2770.94 3057.94 3813.67 3796.01 
3388.96 3862.25 4587.35 5082.18 5999.76 6834.9 
2496.46 3024.25 4134.67 3832.1 4343.44 4899.66 
