7983.68 10093.3 12633.4 14449 16891.2 19114.7 
10243.7 14074 17131.5 19767.6 23413 31178.9 
14059.2 23934.4 20436.9 24087.1 28066.8 30155.7 
15886 19322.9 23467.9 27121.2 37130.7 33123.9 
17347 21646.1 25781.8 30380.4 35447.3 39397.9 
21082.1 26273.8 36693.2 34963.9 40620.3 43619.1 
