1933.02 2828.56 2559 2977.48 3511.06 3524.93 
2325.31 2652.37 3003.81 3546.48 3948.3 4382.79 
2562.06 2981.91 3591.9 3918.8 4816.46 4961.94 
3257.18 3403.14 4067.12 4490.39 5173.14 5856.18 
3284.02 4268.13 4524.18 5182.46 5653.66 6190.22 
3644.89 4280.64 5027.71 5668.46 6264.29 6982.19 
